Simplified,Traditional,Pinyin,Level
随意,隨意,suíyì,5
随着,隨著,suízhe,5
岁月,歲月,suìyuè,5
碎,碎,suì,5
损害,損害,sǔnhài,5
损失,損失,sǔnshī,5
所在,所在,suǒzài,5
锁,鎖,suǒ,5
台风,颱風,táifēng,5
抬,抬,tái,5
抬头,抬頭,táitóu,5
太空,太空,tàikōng,5
弹,彈,tán,5
逃,逃,táo,5
逃跑,逃跑,táopǎo,5
逃走,逃走,táozǒu,5
桃,桃,táo,5
桃花,桃花,táohuā,5
桃树,桃樹,táoshù,5
讨厌,討厭,tǎoyàn,5
特定,特定,tèdìng,5
特性,特性,tèxìng,5
特有,特有,tèyǒu,5
提倡,提倡,tíchàng,5
提起,提起,tíqǐ,5
提示,提示,tíshì,5
题材,題材,tícái,5
体积,體積,tǐjī,5
体力,體力,tǐlì,5
天才,天才,tiāncái,5
天然气,天然氣,tiānránqì,5
天文,天文,tiānwén,5
调节,調節,tiáojié,5
调解,調解,tiáojiě,5
厅,廳,tīng,5
停留,停留,tíngliú,5
通用,通用,tōngyòng,5
偷,偷,tōu,5
偷偷,偷偷,tōutōu,5
突破,突破,tūpò,5
土豆,土豆,tǔdòu,5
吐,吐,tǔ,5
吐,吐,tù,5
兔,兔,tù,5
团长,團長,tuánzhǎng,5
推行,推行,tuīxíng,5
脱离,脫離,tuōlí,5
外界,外界,wàijiè,5
完了,完了,wánle,5
微博,微博,wēibó,5
为难,為難,wéinán,5
为期,為期,wéiqī,5
为止,為止,wéizhǐ,5
为主,為主,wéizhǔ,5
违法,違法,wéifǎ,5
违反,違反,wéifǎn,5
违规,違規,wéiguī,5
围绕,圍繞,wéirào,5
唯一,唯一,wéiyī,5
委托,委託,wěituō,5
卫星,衛星,wèixīng,5
胃,胃,wèi,5
慰问,慰問,wèiwèn,5
温和,溫和,wēnhé,5
文艺,文藝,wényì,5
卧室,臥室,wòshì,5
握,握,wò,5
污染,污染,wūrǎn,5
污水,污水,wūshuǐ,5
屋,屋,wū,5
无奈,無奈,wúnài,5
无疑,無疑,wúyí,5
舞,舞,wǔ,5
物价,物價,wùjià,5
物业,物業,wùyè,5
物质,物質,wùzhì,5
误解,誤解,wùjiě,5
西红柿,西紅柿,xīhóngshì,5
西装,西裝,xīzhuāng,5
喜剧,喜劇,xǐjù,5
戏,戲,xì,5
戏剧,戲劇,xìjù,5
吓,嚇,xià,5
先后,先後,xiānhòu,5
先前,先前,xiānqián,5
鲜艳,鮮艷,xiānyàn,5
闲,閒,xián,5
显,顯,xiǎn,5
现有,現有,xiànyǒu,5
现状,現狀,xiànzhuàng,5
线索,線索,xiànsuǒ,5
献,獻,xiàn,5
乡,鄉,xiāng,5
乡村,鄉村,xiāngcūn,5
相等,相等,xiāngděng,5
相应,相應,xiāngyìng,5
香肠,香腸,xiāngcháng,5
详细,詳細,xiángxì,5
享受,享受,xiǎngshòu,5
向导,嚮導,xiàngdǎo,5
向前,向前,xiàng qián,5
向上,向上,xiàngshàng,5
相声,相聲,xiàngsheng,5
象征,象徵,xiàngzhēng,5
消除,消除,xiāochú,5
消毒,消毒,xiāodú,5
消防,消防,xiāofáng,5
消费者,消費者,xiāofèizhě,5
消极,消極,xiāojí,5
小偷儿,小偷兒,xiǎotōur,5
歇,歇,xiē,5
协议,協議,xiéyì,5
协议书,協議書,xiéyìshū,5
斜,斜,xié,5
心态,心態,xīntài,5
心疼,心疼,xīnténg,5
辛苦,辛苦,xīnkǔ,5
欣赏,欣賞,xīnshǎng,5
信念,信念,xìnniàn,5
信箱,信箱,xìnxiāng,5
行驶,行駛,xíngshǐ,5
形态,形態,xíngtài,5
性能,性能,xìngnéng,5
雄伟,雄偉,xióngwěi,5
熊,熊,xióng,5
休闲,休閒,xiūxián,5
修复,修復,xiūfù,5
修建,修建,xiūjiàn,5
修养,修養,xiūyǎng,5
虚心,虛心,xūxīn,5
许可,許可,xǔkě,5
选修,選修,xuǎnxiū,5
学科,學科,xuékē,5
学位,學位,xuéwèi,5
学者,學者,xuézhě,5
寻求,尋求,xúnqiú,5
询问,詢問,xúnwèn,5
押金,押金,yājīn,5
鸭子,鴨子,yāzi,5
亚军,亞軍,yàjūn,5
延伸,延伸,yánshēn,5
严厉,嚴厲,yánlì,5
严肃,嚴肅,yánsù,5
言语,言語,yányǔ,5
研究所,研究所,yánjiūsuǒ,5
眼光,眼光,yǎnguāng,5
邀请,邀請,yāoqǐng,5
摇头,搖頭,yáotóu,5
咬,咬,yǎo,5
也好,也好,yěhǎo,5
业务,業務,yèwù,5
夜间,夜間,yèjiān,5
一流,一流,yīliú,5
依法,依法,yīfǎ,5
依旧,依舊,yījiù,5
依据,依據,yījù,5
依照,依照,yīzhào,5
一辈子,一輩子,yībèizi,5
一带,一帶,yīdài,5
一旦,一旦,yīdàn,5
一句话,一句話,yī jù huà,5
一路,一路,yīlù,5
一下儿,一下兒,yīxiàr,5
一下子,一下子,yīxiàzi,5
一向,一向,yīxiàng,5
乙,乙,yǐ,5
以便,以便,yǐbiàn,5
以往,以往,yǐwǎng,5
一口气,一口氣,yīkǒuqì,5
一身,一身,yīshēn,5
意识,意識,yìshí,5
意味着,意味著,yìwèizhe,5
意志,意志,yìzhì,5
因而,因而,yīn'ér,5
饮料,飲料,yǐnliào,5
饮食,飲食,yǐnshí,5
印刷,印刷,yìnshuā,5
应,應,yìng,5
硬,硬,yìng,5
硬件,硬件,yìngjiàn,5
拥抱,擁抱,yōngbào,5
拥有,擁有,yōngyǒu,5
用不着,用不著,yòngbuzháo,5
用户,用戶,yònghù,5
用来,用來,yònglái,5
用于,用於,yòngyú,5
优惠,優惠,yōuhuì,5
优先,優先,yōuxiān,5
幽默,幽默,yōumò,5
尤其,尤其,yóuqí,5
由此,由此,yóu cǐ,5
犹豫,猶豫,yóuyù,5
游泳池,游泳池,yóuyǒngchí,5
友谊,友誼,yǒuyì,5
有毒,有毒,yǒu dú,5
有害,有害,yǒu hài,5
有力,有力,yǒulì,5
有利于,有利於,yǒulì yú,5
有着,有著,yǒuzhe,5
羽毛球,羽毛球,yǔmáoqiú,5
羽绒服,羽絨服,yǔróngfú,5
雨水,雨水,yǔshuǐ,5
预备,預備,yùbèi,5
预期,預期,yùqī,5
元旦,元旦,Yuándàn,5
园林,園林,yuánlín,5
原理,原理,yuánlǐ,5
原始,原始,yuánshǐ,5
原先,原先,yuánxiān,5
原有,原有,yuányǒu,5
远处,遠處,yuǎnchù,5
怨,怨,yuàn,5
愿,願,yuàn,5
约束,約束,yuēshù,5
月饼,月餅,yuèbing,5
月球,月球,yuèqiú,5
阅览室,閱覽室,yuèlǎnshì,5
运,運,yùn,5
运行,運行,yùnxíng,5
灾,災,zāi,5
灾害,災害,zāihài,5
灾难,災難,zāinàn,5
灾区,災區,zāiqū,5
再次,再次,zàicì,5
再也,再也,zài yě,5
在场,在場,zàichǎng,5
在内,在內,zàinèi,5
暂时,暫時,zànshí,5
暂停,暫停,zàntíng,5
糟,糟,zāo,5
糟糕,糟糕,zāogāo,5
早期,早期,zǎoqī,5
增,增,zēng,5
增产,增產,zēngchǎn,5
增大,增大,zēngdà,5
增多,增多,zēngduō,5
增强,增強,zēngqiáng,5
赠,贈,zèng,5
赠送,贈送,zèngsòng,5
摘,摘,zhāi,5
展览,展覽,zhǎnlǎn,5
展示,展示,zhǎnshì,5
展现,展現,zhǎnxiàn,5
占领,佔領,zhànlǐng,5
占有,佔有,zhànyǒu,5
涨,漲,zhǎng,5
涨价,漲價,zhǎngjià,5
掌握,掌握,zhǎngwò,5
招生,招生,zhāoshēng,5
招手,招手,zhāoshǒu,5
珍贵,珍貴,zhēnguì,5
珍惜,珍惜,zhēnxī,5
珍珠,珍珠,zhēnzhū,5
真诚,真誠,zhēnchéng,5
真理,真理,zhēnlǐ,5
真相,真相,zhēnxiàng,5
诊断,診斷,zhěnduàn,5
振动,振動,zhèndòng,5
震惊,震驚,zhènjīng,5
争议,爭議,zhēngyì,5
正版,正版,zhèngbǎn,5
正规,正規,zhèngguī,5
正如,正如,zhèngrú,5
正义,正義,zhèngyì,5
证实,證實,zhèngshí,5
证书,證書,zhèngshū,5
挣,掙,zhèng,5
挣钱,掙錢,zhèngqián,5
之内,之內,zhīnèi,5
之外,之外,zhīwài,5
之下,之下,zhīxià,5
之中,之中,zhīzhōng,5
支出,支出,zhīchū,5
支配,支配,zhīpèi,5
执行,執行,zhíxíng,5
直线,直線,zhíxiàn,5
值班,值班,zhíbān,5
职能,職能,zhínéng,5
职位,職位,zhíwèi,5
职务,職務,zhíwù,5
只不过,只不過,zhǐbùguò,5
只见,只見,zhǐ jiàn,5
指标,指標,zhǐbiāo,5
指甲,指甲,zhǐjia,5
指示,指示,zhǐshì,5
指责,指責,zhǐzé,5
至,至,zhì,5
制成,製成,zhìchéng,5
制约,制約,zhìyuē,5
治安,治安,zhì'ān,5
治理,治理,zhìlǐ,5
中断,中斷,zhōngduàn,5
中秋节,中秋節,Zhōngqiū Jié,5
中央,中央,zhōngyāng,5
中药,中藥,zhōngyào,5
终点,終點,zhōngdiǎn,5
终身,終身,zhōngshēn,5
终止,終止,zhōngzhǐ,5
中毒,中毒,zhòngdú,5
众多,眾多,zhòngduō,5
周期,週期,zhōuqī,5
竹子,竹子,zhúzi,5
主办,主辦,zhǔbàn,5
主导,主導,zhǔdǎo,5
主观,主觀,zhǔguān,5
主管,主管,zhǔguǎn,5
主体,主體,zhǔtǐ,5
助理,助理,zhùlǐ,5
助手,助手,zhùshǒu,5
注册,註冊,zhùcè,5
注射,注射,zhùshè,5
注视,注視,zhùshì,5
注重,注重,zhùzhòng,5
祝贺,祝賀,zhùhè,5
专辑,專輯,zhuānjí,5
专利,專利,zhuānlì,5
转化,轉化,zhuǎnhuà,5
转换,轉換,zhuǎnhuàn,5
转让,轉讓,zhuǎnràng,5
转向,轉向,zhuǎnxiàng,5
装饰,裝飾,zhuāngshì,5
撞,撞,zhuàng,5
资本,資本,zīběn,5
资产,資產,zīchǎn,5
资助,資助,zīzhù,5
子弹,子彈,zǐdàn,5
仔细,仔細,zǐxì,5
紫,紫,zǐ,5
自豪,自豪,zìháo,5
自杀,自殺,zìshā,5
自愿,自願,zìyuàn,5
总裁,總裁,zǒngcái,5
总数,總數,zǒngshù,5
总算,總算,zǒngsuàn,5
总体,總體,zǒngtǐ,5
阻碍,阻礙,zǔ'ài,5
组织,組織,zǔzhī,5
醉,醉,zuì,5
尊敬,尊敬,zūnjìng,5
尊重,尊重,zūnzhòng,5
遵守,遵守,zūnshǒu,5
挨着,挨著,āizhe,6
挨,挨,ái,6
挨打,挨打,áidǎ,6
安检,安檢,ānjiǎn,6
罢工,罷工,bàgōng,6
罢了,罷了,bàle,6
白领,白領,báilǐng,6
百分点,百分點,bǎifēndiǎn,6
办公,辦公,bàngōng,6
办事处,辦事處,bànshìchù,6
办学,辦學,bànxué,6
半决赛,半決賽,bànjuésài,6
傍晚,傍晚,bàngwǎn,6
保健,保健,bǎojiàn,6
报刊,報刊,bàokān,6
报考,報考,bàokǎo,6
抱歉,抱歉,bàoqiàn,6
暴风雨,暴風雨,bàofēngyǔ,6
暴力,暴力,bàolì,6
暴露,暴露,bàolù,6
暴雨,暴雨,bàoyǔ,6
爆,爆,bào,6
爆发,爆發,bàofā,6
爆炸,爆炸,bàozhà,6
悲惨,悲慘,bēicǎn,6
背心,背心,bèixīn,6
背着,背著,bèizhe,6
被告,被告,bèigào,6
奔跑,奔跑,bēnpǎo,6
本,本,běn,6
本地,本地,běndì,6
本期,本期,běn qī,6
本身,本身,běnshēn,6
本土,本土,běntǔ,6
本质,本質,běnzhì,6
逼,逼,bī,6
笔试,筆試,bǐshì,6
必将,必將,bìjiāng,6
必修,必修,bìxiū,6
闭,閉,bì,6
边缘,邊緣,biānyuán,6
编制,編制|編製,biānzhì,6
扁,扁,biǎn,6
变更,變更,biàngēng,6
变换,變換,biànhuàn,6
变形,變形,biànxíng,6
便,便,biàn,6
便是,便是,biàn shì,6
遍地,遍地,biàndì,6
表面上,表面上,biǎomiàn shang,6
病房,病房,bìngfáng,6
病情,病情,bìngqíng,6
拨打,撥打,bōdǎ,6
波动,波動,bōdòng,6
波浪,波浪,bōlàng,6
播,播,bō,6
不便,不便,bùbiàn,6
不见,不見,bùjiàn,6
不料,不料,bùliào,6
不再,不再,bùzài,6
不至于,不至於,bùzhìyú,6
补考,補考,bǔkǎo,6
补课,補課,bǔkè,6
补习,補習,bǔxí,6
补助,補助,bǔzhù,6
捕,捕,bǔ,6
不成,不成,bùchéng,6
不禁,不禁,bùjīn,6
不仅仅,不僅僅,bù jǐnjǐn,6
不通,不通,bùtōng,6
不怎么,不怎麼,bùzěnme,6
不怎么样,不怎麼樣,bùzěnmeyàng,6
不值,不值,bùzhí,6
布满,布滿,bùmǎn,6
部队,部隊,bùduì,6
采纳,採納,cǎinà,6
踩,踩,cǎi,6
参赛,參賽,cānsài,6
参展,參展,cānzhǎn,6
餐,餐,cān,6
残疾,殘疾,cánjí,6
残疾人,殘疾人,cánjírén,6
残酷,殘酷,cánkù,6
惨,慘,cǎn,6
仓库,倉庫,cāngkù,6
藏,藏,cáng,6
操纵,操縱,cāozòng,6
厕所,廁所,cèsuǒ,6
侧,側,cè,6
测定,測定,cèdìng,6
策划,策劃,cèhuà,6
策略,策略,cèlüè,6
层面,層面,céngmiàn,6
差异,差異,chāyì,6
查出,查出,cháchū,6
查看,查看,chákàn,6
拆迁,拆遷,chāiqiān,6
产量,產量,chǎnliàng,6
昌盛,昌盛,chāngshèng,6
长短,長短,chángduǎn,6
长假,長假,chángjià,6
长久,長久,chángjiǔ,6
长跑,長跑,chángpǎo,6
长远,長遠,chángyuǎn,6
常规,常規,chángguī,6
常年,常年,chángnián,6
厂商,廠商,chǎngshāng,6
场地,場地,chǎngdì,6
场馆,場館,chǎngguǎn,6
场景,場景,chǎngjǐng,6
畅通,暢通,chàngtōng,6
超,超,chāo,6
超出,超出,chāochū,6
炒,炒,chǎo,6
炒股,炒股,chǎogǔ,6
炒作,炒作,chǎozuò,6
车号,車號,chēhào,6
车牌,車牌,chēpái,6
车展,車展,chēzhǎn,6
撤离,撤離,chèlí,6
撤销,撤銷,chèxiāo,6
撑,撐,chēng,6
成,成,chéng,6
成分,成分,chéngfèn,6
成品,成品,chéngpǐn,6
承诺,承諾,chéngnuò,6
城区,城區,chéngqū,6
城乡,城鄉,chéng xiāng,6
城镇,城鎮,chéngzhèn,6
持有,持有,chíyǒu,6
冲击,衝擊,chōngjī,6
重建,重建,chóngjiàn,6
重组,重組,chóngzǔ,6
崇拜,崇拜,chóngbài,6
宠物,寵物,chǒngwù,6
冲,衝,chòng,6
出场,出場,chūchǎng,6
出动,出動,chūdòng,6
出访,出訪,chūfǎng,6
出路,出路,chūlù,6
出面,出面,chūmiàn,6
出名,出名,chūmíng,6
出入,出入,chūrù,6
出事,出事,chūshì,6
出台,出臺,chūtái,6
出行,出行,chūxíng,6
初等,初等,chūděng,6
除,除,chú,6
厨师,廚師,chúshī,6
储存,儲存,chǔcún,6
处处,處處,chùchù,6
处长,處長,chùzhǎng,6
传出,傳出,chuánchū,6
传媒,傳媒,chuánméi,6
传输,傳輸,chuánshū,6
传言,傳言,chuányán,6
船员,船員,chuányuán,6
船长,船長,chuánzhǎng,6
船只,船隻,chuánzhī,6
串,串,chuàn,6
窗口,窗口,chuāngkǒu,6
创办,創辦,chuàngbàn,6
创建,創建,chuàngjiàn,6
创意,創意,chuàngyì,6
此处,此處,cǐ chù,6
此次,此次,cǐ cì,6
此前,此前,cǐqián,6
此事,此事,cǐshì,6
此致,此致,cǐzhì,6
次数,次數,cìshù,6
从不,從不,cóng bù,6
从没,從沒,cóng méi,6
醋,醋,cù,6
村庄,村莊,cūnzhuāng,6
错过,錯過,cuòguò,6
搭,搭,dā,6
搭档,搭檔,dādàng,6
搭配,搭配,dāpèi,6
打动,打動,dǎdòng,6
打断,打斷,dǎduàn,6
打发,打發,dǎfa,6
打官司,打官司,dǎ guānsi,6
打牌,打牌,dǎpái,6
打印机,打印機,dǎyìnjī,6
打造,打造,dǎzào,6
大道,大道,dàdào,6
大街,大街,dàjiē,6
大力,大力,dàlì,6
大米,大米,dàmǐ,6
大批,大批,dàpī,6
大赛,大賽,dàsài,6
大师,大師,dàshī,6
大使,大使,dàshǐ,6
待会儿,待會兒,dāihuìr,6
担忧,擔憂,dānyōu,6
单打,單打,dāndǎ,6
诞生,誕生,dànshēng,6
党,黨,dǎng,6
当,當,dàng,6
当成,當成,dàngchéng,6
当天,當天,dàngtiān,6
当作,當作,dàngzuò,6
档,檔,dàng,6
档案,檔案,dàng'àn,6
岛,島,dǎo,6
到期,到期,dàoqī,6
盗版,盜版,dàobǎn,6
道教,道教,Dàojiào,6
道歉,道歉,dàoqiàn,6
低头,低頭,dītóu,6
低温,低溫,dīwēn,6
滴,滴,dī,6
抵达,抵達,dǐdá,6
抵抗,抵抗,dǐkàng,6
地板,地板,dìbǎn,6
地名,地名,dìmíng,6
地下室,地下室,dìxiàshì,6
电车,電車,diànchē,6
电动,電動,diàndòng,6
电力,電力,diànlì,6
电器,電器,diànqì,6
吊,吊,diào,6
调研,調研,diàoyán,6
跌,跌,diē,6
定价,定價,dìngjià,6
定时,定時,dìngshí,6
定位,定位,dìngwèi,6
动画,動畫,dònghuà,6
斗争,鬥爭,dòuzhēng,6
都市,都市,dūshì,6
毒品,毒品,dúpǐn,6
赌,賭,dǔ,6
赌博,賭博,dǔbó,6
渡,渡,dù,6
端,端,duān,6
端午节,端午節,Duānwǔ Jié,6
短片,短片,duǎnpiàn,6
队伍,隊伍,duìwu,6
对抗,對抗,duìkàng,6
对外,對外,duìwài,6
蹲,蹲,dūn,6
多半,多半,duōbàn,6
多方面,多方面,duō fāngmiàn,6
多媒体,多媒體,duōméitǐ,6
夺,奪,duó,6
夺取,奪取,duóqǔ,6
恩人,恩人,ēnrén,6
儿科,兒科,érkē,6
发病,發病,fābìng,6
发电,發電,fādiàn,6
发放,發放,fāfàng,6
发怒,發怒,fānù,6
发起,發起,fāqǐ,6
发言人,發言人,fāyánrén,6
发炎,發炎,fāyán,6
法庭,法庭,fǎtíng,6
法语,法語,Fǎyǔ,6
番,番,fān,6
番茄,番茄,fānqié,6
凡是,凡是,fánshì,6
繁殖,繁殖,fánzhí,6
反抗,反抗,fǎnkàng,6
反问,反問,fǎnwèn,6
反响,反響,fǎnxiǎng,6
犯,犯,fàn,6
犯规,犯規,fànguī,6
犯罪,犯罪,fànzuì,6
防范,防範,fángfàn,6
防守,防守,fángshǒu,6
房价,房價,fángjià,6
仿佛,彷彿,fǎngfú,6
飞船,飛船,fēichuán,6
飞行员,飛行員,fēixíngyuán,6
肺,肺,fèi,6
分工,分工,fēngōng,6
分裂,分裂,fēnliè,6
愤怒,憤怒,fènnù,6
风暴,風暴,fēngbào,6
峰会,峰會,fēnghuì,6
奉献,奉獻,fèngxiàn,6
佛,佛,fó,6
佛教,佛教,Fójiào,6
服,服,fú,6
浮,浮,fú,6
父女,父女,fùnǚ,6
父子,父子,fùzǐ,6
负,負,fù,6
妇女,婦女,fùnǚ,6
复苏,復甦,fùsū,6
副,副,fù,6
副,副,fù,6
富人,富人,fùrén,6
富有,富有,fùyǒu,6
改装,改裝,gǎizhuāng,6
干涉,干涉,gānshè,6
肝,肝,gān,6
杆,桿,gǎn,6
赶不上,趕不上,gǎnbushàng,6
赶忙,趕忙,gǎnmáng,6
赶上,趕上,gǎnshàng,6
敢于,敢於,gǎnyú,6
感人,感人,gǎnrén,6
刚好,剛好,gānghǎo,6
岗位,崗位,gǎngwèi,6
港口,港口,gǎngkǒu,6
高层,高層,gāocéng,6
高档,高檔,gāodàng,6
高等,高等,gāoděng,6
高峰,高峰,gāofēng,6
高考,高考,gāokǎo,6
高科技,高科技,gāokējì,6
高手,高手,gāoshǒu,6
稿子,稿子,gǎozi,6
歌唱,歌唱,gēchàng,6
歌词,歌詞,gēcí,6
歌星,歌星,gēxīng,6
革新,革新,géxīn,6
更是,更是,gèng shì,6
工商,工商,gōngshāng,6
公,公,gōng,6
公安,公安,gōng'ān,6
公鸡,公雞,gōngjī,6
公众,公眾,gōngzhòng,6
公主,公主,gōngzhǔ,6
攻击,攻擊,gōngjī,6
供给,供給,gōngjǐ,6
宫,宮,gōng,6
巩固,鞏固,gǒnggù,6
贡献,貢獻,gòngxiàn,6
构建,構建,gòujiàn,6
孤独,孤獨,gūdú,6
孤儿,孤兒,gū'ér,6
姑姑,姑姑,gūgu,6
古典,古典,gǔdiǎn,6
股,股,gǔ,6
股东,股東,gǔdōng,6
股票,股票,gǔpiào,6
故障,故障,gùzhàng,6
顾,顧,gù,6
刮,刮|颳,guā,6
拐,拐,guǎi,6
关爱,關愛,guān'ài,6
关联,關聯,guānlián,6
观光,觀光,guānguāng,6
官司,官司,guānsi,6
管道,管道,guǎndào,6
光辉,光輝,guānghuī,6
广阔,廣闊,guǎngkuò,6
轨道,軌道,guǐdào,6
跪,跪,guì,6
国产,國產,guóchǎn,6
国歌,國歌,guógē,6
国会,國會,guóhuì,6
国旗,國旗,guóqí,6
国王,國王,guówáng,6
果酱,果醬,guǒjiàng,6
果树,果樹,guǒshù,6
过渡,過渡,guòdù,6
过后,過後,guòhòu,6
过时,過時,guòshí,6
海报,海報,hǎibào,6
海底,海底,hǎidǐ,6
海军,海軍,hǎijūn,6
海浪,海浪,hǎilàng,6
海外,海外,hǎiwài,6
海湾,海灣,hǎiwān,6
海洋,海洋,hǎiyáng,6
好似,好似,hǎosì,6
好转,好轉,hǎozhuǎn,6
好学,好學,hàoxué,6
合约,合約,héyuē,6
和谐,和諧,héxié,6
核心,核心,héxīn,6
黑夜,黑夜,hēiyè,6
很难说,很難說,hěn nánshuō,6
狠,狠,hěn,6
横,橫,héng,6
衡量,衡量,héngliáng,6
宏大,宏大,hóngdà,6
洪水,洪水,hóngshuǐ,6
忽略,忽略,hūlüè,6
壶,壺,hú,6
互动,互動,hùdòng,6
户外,戶外,hùwài,6
护,護,hù,6
花费,花費,huāfèi,6
花瓶,花瓶,huāpíng,6
花生,花生,huāshēng,6
化解,化解,huàjiě,6
幻想,幻想,huànxiǎng,6
患者,患者,huànzhě,6
皇帝,皇帝,huángdì,6
回应,回應,huíyìng,6
毁,毀,huǐ,6
会见,會見,huìjiàn,6
会长,會長,huìzhǎng,6
绘画,繪畫,huìhuà,6
昏,昏,hūn,6
混,混,hùn,6
混合,混合,hùnhé,6
混乱,混亂,hùnluàn,6
活跃,活躍,huóyuè,6
火箭,火箭,huǒjiàn,6
机动车,機動車,jīdòngchē,6
机关,機關,jīguān,6
机械,機械,jīxiè,6
基督教,基督教,Jīdūjiào,6
激情,激情,jīqíng,6
吉利,吉利,jílì,6
吉祥,吉祥,jíxiáng,6
极端,極端,jíduān,6
急救,急救,jíjiù,6
疾病,疾病,jíbìng,6
集,集,jí,6
给予,給予,jǐyǔ,6
加盟,加盟,jiāméng,6
家电,家電,jiādiàn,6
家园,家園,jiāyuán,6
嘉宾,嘉賓,jiābīn,6
假日,假日,jiàrì,6
尖,尖,jiān,6
监测,監測,jiāncè,6
监督,監督,jiāndū,6
捡,撿,jiǎn,6
简介,簡介,jiǎnjiè,6
剑,劍,jiàn,6
鉴定,鑑定,jiàndìng,6
箭,箭,jiàn,6
将军,將軍,jiāngjūn,6
讲课,講課,jiǎngkè,6
酱,醬,jiàng,6
酱油,醬油,jiàngyóu,6
骄傲,驕傲,jiāo'ào,6
焦点,焦點,jiāodiǎn,6
脚印,腳印,jiǎoyìn,6
觉,覺,jiào,6
教堂,教堂,jiàotáng,6
教育部,教育部,jiàoyùbù,6
接收,接收,jiēshōu,6
揭,揭,jiē,6
街头,街頭,jiētóu,6
节,節,jié,6
节假日,節假日,jiéjiàrì,6
节能,節能,jiénéng,6
节奏,節奏,jiézòu,6
杰出,傑出,jiéchū,6
截止,截止,jiézhǐ,6
截至,截至,jiézhì,6
解,解,jiě,6
解说,解說,jiěshuō,6
界,界,jiè,6
借鉴,借鑒,jièjiàn,6
金额,金額,jīn'é,6
金钱,金錢,jīnqián,6
金融,金融,jīnróng,6
尽,盡,jìn,6
进攻,進攻,jìngōng,6
近日,近日,jìnrì,6
近视,近視,jìnshì,6
惊人,驚人,jīngrén,6
惊喜,驚喜,jīngxǐ,6
精,精,jīng,6
精美,精美,jīngměi,6
精品,精品,jīngpǐn,6
井,井,jǐng,6
景,景,jǐng,6
景点,景點,jǐngdiǎn,6
净,淨,jìng,6
纠纷,糾紛,jiūfēn,6
纠正,糾正,jiūzhèng,6
酒水,酒水,jiǔshuǐ,6
救命,救命,jiùmìng,6
救援,救援,jiùyuán,6
救助,救助,jiùzhù,6
就是说,就是說,jiùshìshuō,6
就算,就算,jiùsuàn,6
局,局,jú,6
剧,劇,jù,6
据,據,jù,6
捐,捐,juān,6
捐款,捐款,juānkuǎn,6
捐赠,捐贈,juānzèng,6
捐助,捐助,juānzhù,6
决策,決策,juécè,6
觉悟,覺悟,juéwù,6
绝,絕,jué,6
绝大多数,絕大多數,jué dàduōshù,6
军队,軍隊,jūnduì,6
军舰,軍艦,jūnjiàn,6
军事,軍事,jūnshì,6
开创,開創,kāichuàng,6
开关,開關,kāiguān,6
开设,開設,kāishè,6
开通,開通,kāitōng,6
开头,開頭,kāitóu,6
开夜车,開夜車,kāi yèchē,6
看,看,kān,6
看管,看管,kānguǎn,6
看得见,看得見,kàndejiàn,6
看得起,看得起,kàndeqǐ,6
看好,看好,kànhǎo,6
看作,看作,kànzuò,6
康复,康復,kāngfù,6
抗议,抗議,kàngyì,6
考场,考場,kǎochǎng,6
考题,考題,kǎotí,6
科研,科研,kēyán,6
客车,客車,kèchē,6
肯,肯,kěn,6
空军,空軍,kōngjūn,6
口试,口試,kǒushì,6
扣,扣,kòu,6
酷,酷,kù,6
跨,跨,kuà,6
快车,快車,kuàichē,6
宽阔,寬闊,kuānkuò,6
矿,礦,kuàng,6
阔,闊,kuò,6
啦,啦,la,6
来往,來往,láiwǎng,6
赖,賴,lài,6
栏目,欄目,lánmù,6
蓝领,藍領,lánlǐng,6
蓝天,藍天,lán tiān,6
懒,懶,lǎn,6
牢,牢,láo,6
老乡,老鄉,lǎoxiāng,6
冷气,冷氣,lěngqì,6
冷水,冷水,lěngshuǐ,6
礼堂,禮堂,lǐtáng,6
理,理,lǐ,6
理财,理財,lǐcái,6
理智,理智,lǐzhì,6
利,利,lì,6
联盟,聯盟,liánméng,6
联赛,聯賽,liánsài,6
联手,聯手,liánshǒu,6
凉鞋,涼鞋,liángxié,6
两侧,兩側,liǎngcè,6
两手,兩手,liǎngshǒu,6
聊,聊,liáo,6
聊天儿,聊天兒,liáotiānr,6
料,料,liào,6
料,料,liào,6
裂,裂,liè,6
灵活,靈活,línghuó,6
领取,領取,lǐngqǔ,6
领袖,領袖,lǐngxiù,6
另,另,lìng,6
留言,留言,liúyán,6
流感,流感,liúgǎn,6
楼道,樓道,lóudào,6
楼房,樓房,lóufáng,6
露,露,lòu,6
陆军,陸軍,lùjūn,6
录像,錄像,lùxiàng,6
录音机,錄音機,lùyīnjī,6
路过,路過,lùguò,6
露,露,lù,6
旅店,旅店,lǚdiàn,6
绿化,綠化,lǜhuà,6
马车,馬車,mǎchē,6
嘛,嘛,ma,6
埋,埋,mái,6
馒头,饅頭,mántou,6
慢车,慢車,mànchē,6
盲人,盲人,mángrén,6
梅花,梅花,méihuā,6
美容,美容,měiróng,6
蒙,蒙,mēng,6
蒙,蒙,méng,6
猛,猛,měng,6
棉,棉,mián,6
免得,免得,miǎnde,6
面对面,面對面,miànduìmiàn,6
面向,面嚮,miànxiàng,6
妙,妙,miào,6
灭,滅,miè,6
民歌,民歌,míngē,6
民工,民工,míngōng,6
